Name,Frequency,Avg_Popularity,Avg_Revenue
Sergey Kolesnikov,1,65.402595,304654182.0
Roman Luknár,1,65.402595,304654182.0
Lea Salonga,1,67.427755,304320254.0
Donny Osmond,1,67.427755,304320254.0
Freda Foh Shen,1,67.427755,304320254.0
François Truffaut,1,52.456505,303788635.0
Justin Dreyfuss,1,52.456505,303788635.0
Cary Guffey,1,52.456505,303788635.0
Robert Guillaume,3,49.29863,303720277.0
Traci Wolfe,2,30.5139415,303588065.0
Ariana Richards,4,19.27049325,303279024.25
John Tui,1,64.928382,303025485.0
Gregory D. Gadson,1,64.928382,303025485.0
Jon Hamm,9,118.57038755555557,302549877.7777778
Will Yun Lee,3,32.908909333333334,301364451.6666667
Amber Scott,1,33.648404,300854823.0
Isaiah Robinson,1,33.648404,300854823.0
George Cheung,1,38.653969,300400432.0
Andy Wood,1,38.653969,300400432.0
Julia Nickson,1,38.653969,300400432.0
Voyo Goric,1,38.653969,300400432.0
William Ghent,1,38.653969,300400432.0
Takayo Fischer,3,45.85265066666667,300364077.0
Tamlyn Tomita,2,26.257914,300291084.0
Allyce Beasley,1,30.475297,300135367.0
Estelle Getty,1,30.475297,300135367.0
Susan Sullivan,1,15.401855,299288605.0
John Gatins,1,37.195046,299268508.0
Olga Fonda,1,37.195046,299268508.0
Evan Handler,2,17.368621,298920186.5
Holliday Grainger,2,64.70535799999999,297806721.5
Simon Pegg,17,55.475977058823524,297561240.9411765
Faran Tahir,3,65.67982033333334,296656179.0
Carrie Ann Inaba,1,40.137264,296655431.0
Aksel Hennie,3,88.53232100000001,296420532.3333333
Elizabeth Olsen,4,62.64824275,295873946.75
Djimon Hounsou,16,70.5626518125,295436353.3125
Dave Bautista,6,112.39734600000001,295341513.0
James Badge Dale,7,53.95249114285714,294594317.4285714
Steven Gilborn,1,21.462935,294456605.0
Mindy Kaling,6,55.68121683333334,294335802.1666667
Ellie Kemper,6,39.1195145,294151516.3333333
Emily VanCamp,3,39.05598033333333,294006844.0
Daniel Olbrychski,1,48.829437,293329073.0
August Diehl,1,48.829437,293329073.0
Hunt Block,1,48.829437,293329073.0
Daniel Pearce,1,48.829437,293329073.0
Cassidy Hinkle,1,48.829437,293329073.0
Maggie Smith,16,36.5617136875,292825363.8125
Micah Lavette,1,26.710398,292817841.0
Edwin Louis,1,26.710398,292817841.0
Jared Lavette,1,26.710398,292817841.0
Joel Murray,3,43.935608,292330821.0
Li Bingbing,5,29.298107799999997,292182311.0
Ty Simpkins,6,98.73405983333333,291955660.3333333
Ben Whishaw,9,50.413490555555555,291690909.7777778
Geraldine McEwan,2,29.592238000000002,291473370.0
Naomie Harris,8,46.880801875,290869705.625
Mike Tyson,3,53.13972866666666,290190452.6666667
Rowan Atkinson,7,38.068519428571435,289855894.14285713
Kate McKinnon,2,55.969477,289463526.0
Steven Beard,1,31.792964,289317794.0
Stephen Lang,11,26.158747272727272,288527173.45454544
Jessica St. Clair,1,17.107065,288383523.0
Parker Fong,1,18.325897,288347692.0
Alexandra Fong,1,18.325897,288347692.0
Matthew Gray Gubler,5,34.7399322,288336072.0
James Tolkan,2,44.557407,288263791.5
Chadwick Boseman,5,60.691339400000004,288142133.2
Jessica Wesson,1,19.830132,287928194.0
Joe Nipote,1,19.830132,287928194.0
Will Poulter,4,85.6257555,287816120.75
Barry Levinson,1,29.332905,287594577.0
Jerry Seinfeld,1,29.332905,287594577.0
Evangeline Lilly,3,68.09827266666666,286860157.6666667
Dana Carvey,4,19.95329325,286832354.75
Peggy Wood,1,37.960289,286214286.0
Angela Cartwright,1,37.960289,286214286.0
Nicholas Hammond,1,37.960289,286214286.0
Duane Chase,1,37.960289,286214286.0
Charmian Carr,1,37.960289,286214286.0
Heather Menzies,1,37.960289,286214286.0
Eleanor Parker,1,37.960289,286214286.0
David Madison,1,67.698004,286168572.0
Abigail Lowe,1,67.698004,286168572.0
Isabelle Lowe,1,67.698004,286168572.0
Maxwell Perry Cotton,1,67.33767,286140700.0
Damon Hines,1,24.855701,285444603.0
Josh Hutcherson,14,52.93077614285714,285328352.4285714
Charlie Day,7,57.01684157142857,284489085.14285713
Kevork Malikyan,3,46.52339333333333,284048153.3333333
Daniel Craig,17,46.776741588235296,283927139.64705884
John Meillon,2,15.7736485,283904858.0
Richard Harris,9,46.129565222222226,283063536.3333333
Jai Courtney,9,77.22918577777779,282522440.2222222
Tadanobu Asano,4,54.092304,281271718.0
Amandla Stenberg,2,38.093104499999995,280577144.5
Sean Astin,9,39.30053133333334,279885905.6666667
Jesse McCartney,5,29.7475626,279814111.0
Chopper Bernet,2,55.537865999999994,278781769.5
Alessio Boni,1,41.426678,278731369.0
Giovanni Guidelli,1,41.426678,278731369.0
Christian De Sica,1,41.426678,278731369.0
Elijah Wood,19,45.236076000000004,278350390.57894737
Douglas Seale,2,62.404379500000005,278011624.0
Chris Pratt,12,104.589412,277993898.6666667
Leila Arcieri,1,46.217769,277448382.0
Werner Daehn,1,46.217769,277448382.0
Jan Pavel Filipensky,1,46.217769,277448382.0
Richy Müller,1,46.217769,277448382.0
Fran Drescher,3,40.673217333333334,277200853.6666667
Morena Baccarin,3,189.51676,276960814.3333333
Igor Jijikine,3,38.261389666666666,275660739.6666667
Mark McGrath,1,31.435539,275650703.0
Scott Innes,1,31.435539,275650703.0
Mia Wasikowska,5,37.0523378,275455862.6
P. J. Byrne,2,66.78170800000001,274944168.5
Rumi Hiiragi,1,118.968562,274925095.0
Miyu Irino,1,118.968562,274925095.0
Yasuko Sawaguchi,1,118.968562,274925095.0
Yumi Tamai,1,118.968562,274925095.0
Mari Natsuki,1,118.968562,274925095.0
Koba Hayashi,1,118.968562,274925095.0
Takashi Naito,1,118.968562,274925095.0
David Warner,8,24.994112375,274802843.625
Chris Barrie,1,41.498631,274703340.0
Robert Phillips,1,41.498631,274703340.0
Leslie Phillips,1,41.498631,274703340.0
Richard Johnson,1,41.498631,274703340.0
Bonnie Hunt,12,39.00891483333333,274481400.9166667
Giselle Itié,1,77.580661,274470394.0
Alison Armitage,1,27.039636,273552592.0
Brian Tee,3,21.370036999999996,273177604.3333333
Kasi Lemmons,1,18.174804,272742922.0
Arjay Smith,2,29.5213885,272136201.0
Elyes Gabel,2,59.732082000000005,271936035.0
Freida Pinto,4,59.39545175,271918686.5
Jerry Hardin,1,23.736535,270248367.0
Tomer Sisley,1,100.348805,269994119.0
Bee Vang,1,50.7453,269958228.0
Ahney Her,1,50.7453,269958228.0
Christopher Carley,1,50.7453,269958228.0
Erik von Detten,2,56.908355,269444593.0
Vin Diesel,18,63.931046333333335,269249237.1111111
Richard Griffiths,4,35.30678175,269201978.25
Ken Jeong,15,40.92221393333333,268692728.8
Pitbull,1,36.711378,268426634.0
Isaac Andrews,1,101.599427,268031828.0
Hardie Albright,1,47.651878,267447150.0
Cammie King,1,47.651878,267447150.0
Stan Alexander,1,47.651878,267447150.0
Tim Davis,1,47.651878,267447150.0
Sterling Holloway,1,47.651878,267447150.0
Peter Behn,1,47.651878,267447150.0
Donnie Dunagan,1,47.651878,267447150.0
Sam Edwards,1,47.651878,267447150.0
Ann Gillis,1,47.651878,267447150.0
Albert Finney,9,41.23925144444444,267111955.1111111
Michael-Leon Wooley,1,62.479574,267045765.0
Peter Bartlett,1,62.479574,267045765.0
Bruno Campos,1,62.479574,267045765.0
Robin Pearson Rose,1,16.939441,266728738.0
Didi Costine,1,21.638673,266586800.0
Jesse Pruett,1,21.638673,266586800.0
Lymari Nadal,1,42.361215,266465037.0
Trevor Morgan,4,23.22816475,266452663.25
Liam James,3,28.75384466666667,265233796.33333334
Dee Wallace,3,26.412869666666666,264692145.33333334
Zitto Kazann,1,44.640292,264218220.0
Chaim Girafi,1,44.640292,264218220.0
Linda Larkin,2,48.34476,264206495.5
Blair Slater,1,56.488027,264118201.0
Ron Taylor,1,56.488027,264118201.0
Nancy Cartwright,2,27.5655415,263534425.5
Steven Berkoff,5,36.6418422,263121941.8
Jonathan Taylor Thomas,3,32.505467333333335,262747258.66666666
Megan Fox,10,37.9460505,262498160.3
Steve Bastoni,3,31.53238933333333,262400757.33333334
Gilbert Gottfried,2,47.895218500000006,262236804.0
Craig Ferguson,4,53.005939999999995,262080491.5
Christoph Waltz,10,52.0713121,262032185.7
Bob Barr,1,29.487784,261572744.0
Alan Keyes,1,29.487784,261572744.0
Mitchell Falk,1,29.487784,261572744.0
Carole De Saram,1,29.487784,261572744.0
Andre Darnell Myers,1,29.487784,261572744.0
Luenell,1,29.487784,261572744.0
David Corcoran,1,29.487784,261572744.0
Elodie Yung,2,57.791419000000005,261278571.0
Scott Thomson,2,26.2416695,260782202.0
Paula Abdul,1,29.558157,260696994.0
Lucille Bliss,1,29.558157,260696994.0
Karen Allen,6,33.10281416666667,260544280.5
Branscombe Richmond,2,39.130275999999995,260512970.0
Gabriel Basso,1,37.069253,260095987.0
Riley Griffiths,1,37.069253,260095987.0
Joel Courtney,1,37.069253,260095987.0
Cillian Murphy,15,61.18919966666667,260041943.33333334
Michael Edwards,2,52.422206,260000000.0
Andrew Garfield,7,47.65931128571429,259982473.57142857
Clark Gregg,14,42.909133714285716,259714087.14285713
Marc Warren,1,73.82289,258270008.0
Roman Polanski,1,22.57178,258022233.0
Eva Green,7,55.87365571428571,257919828.2857143
Deirdre Costello,1,17.002623,257850122.0
Hugo Speer,1,17.002623,257850122.0
Steve Huison,1,17.002623,257850122.0
Lesley Sharp,1,17.002623,257850122.0
William Snape,1,17.002623,257850122.0
Lois Smith,5,41.056676800000005,256783084.4
John Christopher Jones,1,27.491891,256697520.0
Erin Brockovich,1,30.347332,256271286.0
Maggie Q,7,52.048581428571424,255857500.7142857
Ward Horton,1,60.225219,255273813.0
Tony Amendola,1,60.225219,255273813.0
Shiloh Nelson,1,60.225219,255273813.0
Eric Ladin,1,60.225219,255273813.0
Ben Schnetzer,2,60.495044500000006,255131749.5
Stephanie March,2,30.6506465,255060156.5
Denis Forest,1,26.19909,255000211.0
Gregory Scott Cummins,1,26.19909,255000211.0
Janine Turner,1,26.19909,255000211.0
Julie Kavner,3,31.888285,254916716.66666666
Tatsuya Gashûin,2,84.25927300000001,254817775.0
Yo Oizumi,2,84.25927300000001,254817775.0
Charlotte Coleman,1,29.834065,254700832.0
David Bower,1,29.834065,254700832.0
James Fleet,1,29.834065,254700832.0
Larry Bryggman,2,39.523917,254575613.0
Mason Lee,1,58.040149,254455986.0
Kelsey Grammer,12,32.3378115,254279230.5
Charles Bartlett,1,34.36645,254134910.0
Michael Edward-Stevens,1,34.36645,254134910.0
Russi Taylor,1,34.36645,254134910.0
Evelyn Krape,1,34.36645,254134910.0
Alan Tudyk,14,61.467356071428576,253699820.0
Dominic Janes,1,31.719463,253625427.0
Larry Joe Campbell,2,39.763906,252881434.5
Roy Lee Jones,1,49.292384,252276927.0
Ed Lee Corbin,1,49.292384,252276927.0
Bruce Green,1,49.292384,252276927.0
Michael Gough,6,43.155568499999994,251963242.66666666
Peter Cullen,3,14.776630666666668,251754771.0
Louis C.K.,5,27.571496000000003,251649824.6
Veronica Alicino,2,32.1335015,251534448.5
Ian Hart,5,33.499325,250970640.4
Jean Stapleton,1,28.540267,250821495.0
Steve Coogan,13,101.59824938461537,250453988.15384614
Billy Burke,12,50.466283583333336,250426427.5
Nancy Fish,2,57.400742,250303028.5
Emiliano Guerra,1,31.086791,250288523.0
Paco Morayta,1,31.086791,250288523.0
William Marquez,1,31.086791,250288523.0
José María de Tavira,1,31.086791,250288523.0
Yolanda Orisaga,1,31.086791,250288523.0
Diego Sieres,1,31.086791,250288523.0
Larry Bird,1,36.125715,250200000.0
Charles Barkley,1,36.125715,250200000.0
James Nesbitt,8,33.417392125,250196499.0
Zachary Quinto,5,52.548183400000006,249289528.6
Joss Stone,1,30.863434,249288105.0
Michael Chernus,4,50.89782675,249280243.75
John DiMaggio,4,19.4618705,248951154.5
Elinor Donahue,2,31.1648575,248936016.5
Isaach De Bankolé,3,49.53288,248885929.33333334
Elizabeth Lawrence,1,42.006908,248118121.0
Sandra Sánchez,1,41.690578,248000000.0
Ed Swanson,1,41.690578,248000000.0
Heather Donahue,1,41.690578,248000000.0
Mark Mason,1,41.690578,248000000.0
Jackie Hallex,1,41.690578,248000000.0
Jim King,1,41.690578,248000000.0
Michael C. Williams,1,41.690578,248000000.0
Patricia DeCou,1,41.690578,248000000.0
Bob Griffith,1,41.690578,248000000.0
Jayma Mays,5,23.049099000000002,247846799.8
Robin Atkin Downes,2,40.0652975,247439379.5
Karen Duffy,1,35.777067,247275374.0
Stephanie Szostak,6,29.99014083333333,247259698.66666666
Alex Poncio,1,45.589568,246984278.0
Alexys Nycole Sanchez,1,45.589568,246984278.0
Madisyn Shipman,1,34.308098,246233113.0
Hadley Belle Miller,1,34.308098,246233113.0
A.J. Tecce,1,34.308098,246233113.0
Venus Schultheis,1,34.308098,246233113.0
Noah Schnapp,1,34.308098,246233113.0
Francesca Capaldi,1,34.308098,246233113.0
Alexander Garfin,1,34.308098,246233113.0
Mariel Sheets,1,34.308098,246233113.0
Katy Mixon,5,188.6221366,245849727.8
Dominique Swain,1,46.075037,245676146.0
Stephen Amell,1,39.873791,245623848.0
Gulliver McGrath,1,50.306728,245527149.0
Ray Shirley,1,50.306728,245527149.0
Jeremy Howard,3,64.65688233333334,245481307.66666666
Paul Kersey,1,34.981698,245360480.0
Todd Tesen,1,34.981698,245360480.0
Stan Lee,1,34.981698,245360480.0
Gilbert R. Hill,3,25.154043666666666,245178167.66666666
John Marley,1,143.659698,245066411.0
Al Lettieri,1,143.659698,245066411.0
Richard S. Castellano,1,143.659698,245066411.0
Christopher Wynne,1,45.769562,244527583.0
Tobey Maguire,13,34.39774376923077,244458541.07692307
Shaun Toub,4,42.16559575,244238298.0
Jaden Martin,1,42.840582,243843127.0
Diego Klattenhoff,1,42.840582,243843127.0
Matthew Lintz,1,140.849495,243637091.0
D.J. Cotrona,2,39.364202500000005,243426691.0
James Marshall,1,40.379966,243240178.0
J.A. Preston,1,40.379966,243240178.0
Al Roker,1,46.781182,242988466.0
Mr. T,1,46.781182,242988466.0
Josh Holloway,3,37.972035,242923791.66666666
Scarlett Estevez,1,38.616744,242786137.0
Alessandra Ambrosio,1,38.616744,242786137.0
Owen Vaccaro,1,38.616744,242786137.0
Moira Harris,2,39.2907635,242579572.0
Donna Murphy,7,32.76577714285714,242533005.14285713
Catherine Bell,2,55.709776,242286417.5
Sasha Barrese,2,50.958485499999995,241708116.0
David Andrews,5,66.2519114,241549571.4
Seann William Scott,17,35.943766764705884,241505322.7647059
Harve Presnell,4,41.38920925,240372183.75
Johann Urb,1,6.227675,240159255.0
Ofilio Portillo,1,6.227675,240159255.0
Robin Kasyanov,1,6.227675,240159255.0
Dick Van Dyke,5,48.4185774,239950278.2
Cara Delevingne,4,52.55503175,239725155.0
Theresa Russell,4,37.676775,239622137.75
Hugh Keays-Byrne,2,233.7103745,239429170.0
Barton Heyman,2,27.571801,239238101.0
Chris Weitz,2,22.7241535,239103760.0
Moisés Arias,6,40.29622866666667,238330442.0
Ray Stevenson,11,52.84199127272727,238224024.9090909
Keegan-Michael Key,5,65.3322756,237869684.2
David Bradley,4,53.10699325,237807944.5
Tom Hardy,14,80.26843114285714,237768722.85714287
Joseph Castanon,1,41.176631,237681299.0
Joe Nunez,2,61.0268855,237622493.0
Emmanuel Quatra,1,22.845143,237382724.0
Luke Grimes,4,42.144677,236930192.25
Brian Howe,5,53.435292000000004,236884729.6
Aaron Tveit,2,33.033051,236446684.5
Ellen Page,10,40.7256978,236436578.6
Reginald VelJohnson,3,46.64685466666666,236334185.33333334
Kitty Winn,2,29.564003,236027643.5
Linda Blair,2,29.564003,236027643.5
Jesper Christensen,6,45.60404066666666,235922546.0
James Waterston,1,55.458584,235860116.0
Allelon Ruggiero,1,55.458584,235860116.0
Gale Hansen,1,55.458584,235860116.0
Robert Kazinsky,4,37.55744525,235831416.75
Wendie Malick,3,29.528029333333333,235413404.66666666
Andy Richter,8,29.758211499999998,235334561.25
Michael Keaton,17,86.58884576470588,235271422.3529412
Mark Famiglietti,2,42.2087125,234927495.0
Cole Sprouse,1,34.86859,234801895.0
Mitsunori Isaki,1,49.549984,234710455.0
Akihiro Miwa,1,49.549984,234710455.0
Haruko Kato,1,49.549984,234710455.0
Ryunosuke Kamiki,1,49.549984,234710455.0
Chieko Baishô,1,49.549984,234710455.0
Akio Ohtsuka,1,49.549984,234710455.0
Daijiro Harada,1,49.549984,234710455.0
Dylan O'Brien,3,82.17618499999999,234525595.66666666
Joseph Mazzello,5,13.9744432,234415983.2
Kimberly Williams-Paisley,1,27.867368,233755553.0
Laura Marano,1,27.867368,233755553.0
James Northcote,1,145.364591,233555708.0
Tom Wisdom,2,38.5341345,233481418.0
Ian McShane,14,45.2392285,233071444.5
M. Night Shyamalan,3,30.358159999999998,232883735.66666666
Sela Ward,7,26.840764857142855,232720681.2857143
Tine Stapelfeldt,1,47.686442,232713139.0
David Yip,3,40.02835433333333,232610785.33333334
David Cross,18,36.313535,232531536.94444445
Ramón Rodríguez,6,28.461845166666663,232046207.16666666
Juno Temple,9,37.080789,232026424.2222222
Torri Higginson,1,29.381878,231976425.0
Kevin Whately,1,29.381878,231976425.0
Amy Sedaris,8,22.357712125,231906933.125
Gloria Foster,2,52.159223000000004,231758691.5
Seth MacFarlane,4,57.2499645,231694741.5
Daniel Clark,1,19.782725,231411584.0
Eileen Pedde,1,19.782725,231411584.0
Donnie Wahlberg,7,33.92076971428572,231120520.2857143
Theo James,4,82.13541725,230836408.75
Victor Garber,11,35.109142636363636,230606715.36363637
Frances Lee McCain,2,50.8186865,230572582.0
Ansel Elgort,5,81.6695954,230558817.2
Max Baldry,1,27.683874,229736344.0
Steve Pemberton,1,27.683874,229736344.0
Michel Winogradoff,1,27.683874,229736344.0
Emma de Caunes,1,27.683874,229736344.0
Jean Rochefort,1,27.683874,229736344.0
Elizabeth Debicki,2,54.97014,229592764.0
Ray Park,3,24.122759666666667,229379946.0
Leslie Jones,1,66.21806,229147509.0
Neil Casey,1,66.21806,229147509.0
Steven Spielberg,1,2.502487,229074524.0
Jon Favreau,18,27.75641183333333,228949278.7222222
Maria Grazia Cucinotta,2,25.5484185,228940016.5
Emmanuelle Béart,2,41.7479135,228848179.5
Tony Ghosthawk,1,46.834704,228738393.0
Neil Fanning,2,27.039907,228558768.0
William Houston,5,43.4900028,228394588.8
Togo Igawa,2,30.6004415,228379490.5
David Schofield,3,45.810357,228323414.0
Billy Dee Williams,7,26.644542714285713,228236965.14285713
James Earl Jones,12,39.12674916666666,228066185.33333334
Robert Clotworthy,1,31.703608,227817248.0
Chad L. Coleman,1,31.703608,227817248.0
Brian Stepanek,4,42.15423675,227676150.5
Patricia Velásquez,2,29.528321,227081051.5
Camille Japy,1,80.879032,226830568.0
Gia Carides,3,15.394091333333336,226561376.66666666
Mary McDonnell,6,38.858210166666666,226515227.16666666
Carrie Fisher,9,32.14971611111111,226126578.0
Rhys Darby,1,43.849351,225990978.0
John Mighton,1,43.734886,225933435.0
Colleen McCauley,1,43.734886,225933435.0
Rachel Majorowski,1,43.734886,225933435.0
Bill Fagerbakke,2,32.411511499999996,225877912.0
Joe Manganiello,5,35.4994454,225790339.4
Jeff Bennett,2,22.280588,225175167.0
Lari White,2,32.774707,225080668.0
Phil Daniels,1,31.789029,224834564.0
Julia Sawalha,1,31.789029,224834564.0
Lynn Ferguson,1,31.789029,224834564.0
Tony Haygarth,1,31.789029,224834564.0
Benjamin Whitrow,1,31.789029,224834564.0
Pihla Viitala,1,53.02787,224803475.0
Lewis Black,4,37.9572,224712205.5
Lily James,4,51.247212250000004,224373856.0
Domiziana Giordano,1,50.163785,223664608.0
Randall Duk Kim,5,42.418814600000005,223439023.6
Pierfrancesco Favino,2,50.225732,223430531.5
Shane Edelman,1,32.05145,223387299.0
Mary Gallagher,1,32.05145,223387299.0
Haley Ramm,1,32.05145,223387299.0
Assaf Cohen,1,32.05145,223387299.0
Kit Harington,4,59.42424475,223359022.0
Steven Tyler,3,34.216442,223176160.0
Danny Mann,3,31.189372666666667,223115514.33333334
Frances Fisher,10,24.66663,222989648.4
Jason Butler Harner,1,83.295796,222809600.0
Sofia Eng,1,40.748915,222104681.0
Kate Dickie,2,59.6045285,221797043.5
John Cleese,19,27.596256789473685,221702902.9473684
Cherry Jones,5,21.0263398,221620057.2
Robert Maillet,6,38.99353383333334,221248773.5
Samantha Barks,2,25.077859,220904885.0
Arnold Vosloo,3,35.505019,220895668.0
Marny Eng,1,36.585509,220673217.0
Jaden Smith,4,43.012148249999996,220614058.75
Keira Knightley,18,63.69236622222221,220230341.66666666
Rupert Everett,10,20.495076599999997,219999656.0
Russell Brand,10,40.2532202,219879896.9
Dexter Darden,3,83.576921,219858929.0
Jenna Craig,1,51.872839,219851172.0
NicK Jandl,1,51.872839,219851172.0
Kevin James,12,44.151041666666664,219624125.58333334
Marion Cotillard,12,43.754638416666666,219610219.16666666
Kumar Pallana,1,57.753914,219417255.0
Sean Harris,5,46.5445644,219166005.6
Rodney A. Grant,2,29.426520000000004,219109840.0
Iris Apatow,1,22.527211,219076518.0
Laraine Newman,3,31.04200733333333,218676304.0
Grant Heslov,4,25.9816995,218591363.0
Vladimir Sizov,1,56.868399,218340595.0
Lisa Ann Walter,3,46.32413966666667,218233765.0
Marton Csokas,12,39.2017155,218077119.0
Whitney Houston,2,14.637284999999999,217822104.5
Glenn Shadix,2,54.870923000000005,217769203.0
Steven Kozlowski,1,44.815022,217764291.0
Kyle MacLachlan,6,35.113499833333336,217609195.0
Rick Rossovich,2,66.56772,217600900.5
Jürgen Prochnow,8,24.063287375,217287903.375
Tsunehiko Kamijô,2,89.85065,217150201.5
Anne Haney,3,20.816182333333334,217095398.33333334
Danielle Nicolet,1,45.318703,216972543.0
Timothy John Smith,1,45.318703,216972543.0
